Epoch,Loss,Accuracy
1,0.40339982037405714,0.8467001148220259
2,0.21756684267223952,0.9229693974339773
3,0.1323122554176008,0.9544580899605611
4,0.0903027555136774,0.9690604562927463
5,0.06578657629763646,0.9775597823373771
6,0.05342582707626584,0.9818032050322001
